STATEFIPS,STATE,CONG_DISTRICT,agi_stub,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
01,AL,00,9,19700.0000,1980.0000,17140.0000,310.0000,18840.0000,570.0000,17760.0000,2840.0000,1000.0000,55000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8400.0000,30820189.000,19700.0000,31053020.000,16270.0000,7649447.0000,17830.0000,292186.0000,15510.0000,1254174.0000,15160.0000,1028703.0000,960.0000,2981.0000,6500.0000,702478.0000,16580.0000,9808745.0000,4320.0000,357156.0000,4020.0000,272030.0000,1465.0000,80.0000,470.0000,4830.0000,160635.0000,13560.0000,9407858.0000,10010.0000,232831.0000,130.0000,33.0000,1790.0000,76002.0000,4700.0000,69841.0000,560.0000,5979.0000,0.0000,0.0000,5000.0000,2581.0000,6390.0000,156995.0000,6390.0000,151823.0000,2260.0000,5025.0000,13280.0000,2141873.0000,24219616.000,50.0000,3111.0000,12650.0000,649099.0000,560.0000,1963.0000,12340.0000,91869.0000,8500.0000,6684.0000,13260.0000,130159.0000,13270.0000,132781.0000,8990.0000,144314.0000,210.0000,3105.0000,1050.0000,533.0000,0.0000,0.0000,3250.0000,66144.0000,12770.0000,1624045.0000,1740.0000,103686.0000,13450.0000,1281578.0000,19680.0000,27175021.000,19670.0000,7289187.0000,1310.0000,18110.0000,20.0000,207.0000,10190.0000,175536.0000,9250.0000,115739.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,170.0000,93.0000,7100.0000,100982.0000,0.0000,0.0000,20.0000,207.0000,19400.0000,6952334.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,100.0000,0.0000,0.0000,20.0000,147.0000,0.0000,0.0000,2380.0000,7776.0000,19660.0000,7100882.0000,19690.0000,7568412.0000,11850.0000,53235.0000,17320.0000,291362.0000,11580.0000,1379770.0000,7980.0000,762659.0000,3450.0000,181266.0000,5120.0000,567552.0000
01,AL,01,0,319730.0000,147950.0000,107110.0000,56690.0000,299740.0000,9780.0000,173600.0000,217220.0000,8430.0000,605180.0000,4910.0000,3090.0000,1830.0000,980.0000,70080.0000,87070.0000,22470359.000,314780.0000,22682087.000,247500.0000,13727383.000,77060.0000,119520.0000,44300.0000,399652.0000,41140.0000,299610.0000,8260.0000,9805.0000,67780.0000,717501.0000,46530.0000,1936299.0000,30410.0000,721907.0000,64710.0000,1710017.0000,3959.0000,18530.0000,164264.0000,53960.0000,890590.0000,17450.0000,2161824.0000,69680.0000,211728.0000,6780.0000,1743.0000,1030.0000,27533.0000,6660.0000,52702.0000,3870.0000,20753.0000,8600.0000,7821.0000,105060.0000,40834.0000,290590.0000,5230768.0000,290590.0000,5113839.0000,57050.0000,116897.0000,21120.0000,927518.0000,6169887.0000,6280.0000,102739.0000,16430.0000,174132.0000,3490.0000,7286.0000,15900.0000,40660.0000,11900.0000,5753.0000,20070.0000,123340.0000,20270.0000,136107.0000,14360.0000,143070.0000,290.0000,2466.0000,860.0000,873.0000,1760.0000,3745.0000,1300.0000,16765.0000,17900.0000,414267.0000,2620.0000,91795.0000,44500.0000,378570.0000,240950.0000,16572971.000,240290.0000,2961657.0000,260.0000,2655.0000,6100.0000,9641.0000,68690.0000,65807.0000,12690.0000,6847.0000,830.0000,1205.0000,16170.0000,16964.0000,18990.0000,3837.0000,23970.0000,17084.0000,5750.0000,6463.0000,48480.0000,144244.0000,22330.0000,187247.0000,23460.0000,195323.0000,303090.0000,3581120.0000,91130.0000,222226.0000,75830.0000,173155.0000,87400.0000,268445.0000,15240.0000,13907.0000,10230.0000,7530.0000,8060.0000,37643.0000,17850.0000,40400.0000,7790.0000,44080.0000,26550.0000,45284.0000,266960.0000,749421.0000,229080.0000,2895718.0000,248610.0000,3110488.0000,5850.0000,10464.0000,8170.0000,45035.0000,71280.0000,536166.0000,237980.0000,1003960.0000,233220.0000,872409.0000,5740.0000,130479.0000
01,AL,01,1,8030.0000,5090.0000,1590.0000,1140.0000,6740.0000,550.0000,3710.0000,4930.0000,120.0000,12980.0000,130.0000,110.0000,20.0000,0.0000,1490.0000,2800.0000,-217999.0000,3080.0000,-215197.0000,830.0000,33219.0000,1150.0000,3415.0000,650.0000,3324.0000,590.0000,2417.0000,40.0000,50.0000,1830.0000,-49429.0000,1030.0000,20048.0000,280.0000,3243.0000,430.0000,5435.0000,227.0000,170.0000,1368.0000,0.0000,0.0000,730.0000,-74566.0000,690.0000,2802.0000,0.0000,0.0000,0.0000,0.0000,180.0000,995.0000,0.0000,0.0000,70.0000,86.0000,1530.0000,546.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,71.0000,0.0000,0.0000,90.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,11.0000,0.0000,0.0000,410.0000,888.0000,780.0000,8890.0000,840.0000,9222.0000,5250.0000,26509.0000,1300.0000,3032.0000,1210.0000,2822.0000,1670.0000,5791.0000,250.0000,228.0000,480.0000,438.0000,230.0000,2432.0000,0.0000,0.0000,210.0000,2692.0000,1890.0000,3171.0000,6250.0000,14941.0000,90.0000,61.0000,550.0000,1073.0000,0.0000,0.0000,0.0000,0.0000,220.0000,425.0000,5130.0000,25843.0000,5030.0000,23580.0000,100.0000,1587.0000
01,AL,01,2,38190.0000,28890.0000,3370.0000,5330.0000,34990.0000,1660.0000,18350.0000,27250.0000,610.0000,45710.0000,910.0000,540.0000,370.0000,290.0000,8510.0000,8460.0000,206003.0000,38190.0000,211014.0000,25690.0000,148844.0000,4700.0000,1995.0000,2300.0000,3008.0000,2090.0000,2077.0000,90.0000,48.0000,8480.0000,26001.0000,2300.0000,2151.0000,1670.0000,7692.0000,3750.0000,19500.0000,151.0000,1700.0000,10610.0000,200.0000,701.0000,410.0000,-4668.0000,7450.0000,5011.0000,70.0000,15.0000,0.0000,0.0000,300.0000,1067.0000,90.0000,354.0000,240.0000,238.0000,6230.0000,1869.0000,37870.0000,500131.0000,37870.0000,487393.0000,6610.0000,12738.0000,320.0000,6543.0000,1719.0000,240.0000,3728.0000,110.0000,251.0000,140.0000,84.0000,130.0000,247.0000,90.0000,51.0000,270.0000,593.0000,280.0000,608.0000,120.0000,1041.0000,0.0000,0.0000,0.0000,0.0000,20.0000,46.0000,30.0000,24.0000,190.0000,328.0000,30.0000,501.0000,80.0000,10.0000,640.0000,1594.0000,690.0000,245.0000,0.0000,0.0000,220.0000,92.0000,200.0000,36.0000,100.0000,3.0000,0.0000,0.0000,20.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6920.0000,5366.0000,2600.0000,23431.0000,2730.0000,23729.0000,32460.0000,82832.0000,19910.0000,31962.0000,19300.0000,27622.0000,6500.0000,21732.0000,1780.0000,1607.0000,1210.0000,738.0000,1100.0000,4345.0000,720.0000,1141.0000,1080.0000,4180.0000,4740.0000,7719.0000,25430.0000,56521.0000,630.0000,216.0000,7820.0000,5762.0000,0.0000,0.0000,0.0000,0.0000,1560.0000,772.0000,31810.0000,77840.0000,31680.0000,77520.0000,160.0000,305.0000
01,AL,01,3,73850.0000,43570.0000,8010.0000,20920.0000,69950.0000,1910.0000,38800.0000,61630.0000,1210.0000,125430.0000,1600.0000,1040.0000,560.0000,540.0000,25450.0000,15320.0000,1258919.0000,73850.0000,1277267.0000,54860.0000,905497.0000,8550.0000,4499.0000,3670.0000,7524.0000,3310.0000,5028.0000,290.0000,215.0000,19590.0000,110614.0000,3730.0000,8871.0000,3650.0000,29065.0000,10000.0000,115365.0000,314.0000,8070.0000,75194.0000,6830.0000,14286.0000,850.0000,-332.0000,16710.0000,18348.0000,390.0000,92.0000,0.0000,0.0000,600.0000,2079.0000,290.0000,987.0000,820.0000,823.0000,16130.0000,5070.0000,72900.0000,1163001.0000,72900.0000,1140707.0000,11420.0000,22294.0000,950.0000,22578.0000,17049.0000,710.0000,11144.0000,370.0000,589.0000,430.0000,448.0000,450.0000,754.0000,370.0000,155.0000,840.0000,1759.0000,860.0000,2341.0000,410.0000,2979.0000,0.0000,0.0000,0.0000,0.0000,100.0000,237.0000,0.0000,0.0000,640.0000,2936.0000,100.0000,2057.0000,5860.0000,4009.0000,42130.0000,212072.0000,42040.0000,21405.0000,0.0000,0.0000,820.0000,350.0000,11020.0000,3543.0000,290.0000,12.0000,50.0000,15.0000,3730.0000,1751.0000,4530.0000,843.0000,2210.0000,707.0000,460.0000,206.0000,14970.0000,24964.0000,8280.0000,66381.0000,8580.0000,66862.0000,70250.0000,329206.0000,48260.0000,136894.0000,41120.0000,113190.0000,23440.0000,74234.0000,4700.0000,4311.0000,3990.0000,2201.0000,4000.0000,12701.0000,5190.0000,13551.0000,3730.0000,14069.0000,7690.0000,12655.0000,63770.0000,165184.0000,35300.0000,17862.0000,45880.0000,43546.0000,0.0000,0.0000,0.0000,0.0000,5330.0000,5102.0000,66390.0000,290730.0000,66170.0000,289954.0000,300.0000,748.0000
01,AL,01,4,74550.0000,38280.0000,15130.0000,18550.0000,70350.0000,1940.0000,37210.0000,56650.0000,1810.0000,132570.0000,1420.0000,960.0000,460.0000,150.0000,20150.0000,17440.0000,2686315.0000,74550.0000,2708047.0000,62210.0000,2130489.0000,12130.0000,7100.0000,5780.0000,14213.0000,5170.0000,9753.0000,750.0000,556.0000,12610.0000,75351.0000,5780.0000,22361.0000,5150.0000,59371.0000,13390.0000,242466.0000,536.0000,4250.0000,41120.0000,13670.0000,103258.0000,1520.0000,6139.0000,12290.0000,21732.0000,1250.0000,303.0000,60.0000,334.0000,840.0000,3366.0000,790.0000,2962.0000,2040.0000,1928.0000,24170.0000,8099.0000,72310.0000,1231405.0000,72310.0000,1206997.0000,11990.0000,24408.0000,2240.0000,55877.0000,85421.0000,1420.0000,21256.0000,1340.0000,2641.0000,670.0000,1083.0000,1170.0000,1689.0000,1040.0000,401.0000,2050.0000,5236.0000,2090.0000,8183.0000,1050.0000,7396.0000,20.0000,177.0000,50.0000,46.0000,340.0000,843.0000,30.0000,28.0000,1700.0000,11710.0000,250.0000,5235.0000,8360.0000,15358.0000,73290.0000,1382542.0000,72770.0000,149759.0000,0.0000,0.0000,2210.0000,1300.0000,22710.0000,14132.0000,1030.0000,61.0000,180.0000,180.0000,4980.0000,5571.0000,11400.0000,2482.0000,6970.0000,4166.0000,1630.0000,1533.0000,7820.0000,20394.0000,7030.0000,58070.0000,7150.0000,57738.0000,72150.0000,340573.0000,20930.0000,49907.0000,14170.0000,29509.0000,20860.0000,62558.0000,3530.0000,3161.0000,3450.0000,2593.0000,1690.0000,10402.0000,4450.0000,10628.0000,1650.0000,12111.0000,5060.0000,8286.0000,70150.0000,182196.0000,68870.0000,135627.0000,69920.0000,157027.0000,30.0000,17.0000,0.0000,0.0000,13610.0000,19136.0000,60410.0000,202214.0000,59990.0000,200686.0000,540.0000,1523.0000
01,AL,01,5,42050.0000,17730.0000,16240.0000,6350.0000,39330.0000,1260.0000,22850.0000,27460.0000,1290.0000,81580.0000,560.0000,320.0000,240.0000,0.0000,7510.0000,12900.0000,2584862.0000,42050.0000,2605137.0000,34670.0000,1920054.0000,11010.0000,8195.0000,5900.0000,19877.0000,5380.0000,13491.0000,1220.0000,994.0000,7260.0000,68870.0000,6060.0000,36775.0000,4590.0000,72397.0000,10500.0000,264947.0000,515.0000,1650.0000,14235.0000,10270.0000,171006.0000,1650.0000,19118.0000,8890.0000,20275.0000,1500.0000,373.0000,40.0000,459.0000,700.0000,3919.0000,690.0000,2980.0000,1760.0000,1716.0000,17050.0000,6480.0000,39210.0000,745017.0000,39210.0000,727233.0000,8750.0000,17783.0000,2840.0000,74193.0000,177645.0000,1300.0000,19226.0000,2030.0000,5799.0000,620.0000,1187.0000,1850.0000,2601.0000,1560.0000,690.0000,2650.0000,9595.0000,2710.0000,13332.0000,1750.0000,12810.0000,30.0000,174.0000,60.0000,104.0000,560.0000,1230.0000,40.0000,138.0000,2330.0000,19469.0000,350.0000,7055.0000,6350.0000,17739.0000,41930.0000,1743177.0000,41810.0000,208433.0000,0.0000,0.0000,1260.0000,1932.0000,10680.0000,9287.0000,1460.0000,141.0000,130.0000,236.0000,2430.0000,3117.0000,3060.0000,512.0000,4320.0000,3344.0000,1280.0000,1658.0000,4810.0000,15407.0000,2150.0000,18759.0000,2220.0000,20129.0000,41110.0000,277938.0000,730.0000,431.0000,30.0000,12.0000,10470.0000,32777.0000,1580.0000,1463.0000,740.0000,877.0000,670.0000,5531.0000,1930.0000,4186.0000,690.0000,8100.0000,2910.0000,4824.0000,39850.0000,112365.0000,41490.0000,199146.0000,41630.0000,216195.0000,0.0000,0.0000,0.0000,0.0000,12440.0000,27215.0000,29500.0000,88784.0000,28980.0000,86686.0000,630.0000,2077.0000
01,AL,01,6,26740.0000,7010.0000,16640.0000,2420.0000,25090.0000,820.0000,15450.0000,15770.0000,980.0000,60740.0000,170.0000,70.0000,100.0000,0.0000,3480.0000,9250.0000,2319222.0000,26740.0000,2336030.0000,22090.0000,1656336.0000,9360.0000,7541.0000,5390.0000,22569.0000,5020.0000,15464.0000,1150.0000,1123.0000,5020.0000,54951.0000,5470.0000,47095.0000,4020.0000,84467.0000,8140.0000,248780.0000,486.0000,1080.0000,8955.0000,7590.0000,169375.0000,1630.0000,25586.0000,6090.0000,16808.0000,900.0000,239.0000,40.0000,480.0000,600.0000,3629.0000,510.0000,2626.0000,1170.0000,969.0000,12430.0000,5456.0000,24190.0000,529929.0000,24190.0000,516582.0000,6290.0000,13347.0000,2550.0000,74471.0000,221408.0000,930.0000,15478.0000,1940.0000,7303.0000,470.0000,1026.0000,1870.0000,3045.0000,1460.0000,554.0000,2430.0000,11004.0000,2450.0000,13701.0000,1770.0000,13711.0000,40.0000,249.0000,60.0000,83.0000,590.0000,1219.0000,40.0000,99.0000,2120.0000,22238.0000,300.0000,7107.0000,5140.0000,16821.0000,26690.0000,1694119.0000,26650.0000,216271.0000,0.0000,0.0000,640.0000,1457.0000,6150.0000,6733.0000,1550.0000,157.0000,120.0000,217.0000,1730.0000,2206.0000,0.0000,0.0000,3040.0000,2587.0000,860.0000,1134.0000,3490.0000,11968.0000,830.0000,7031.0000,920.0000,8321.0000,26310.0000,251279.0000,0.0000,0.0000,0.0000,0.0000,7610.0000,24378.0000,1140.0000,1018.0000,240.0000,392.0000,190.0000,1275.0000,1570.0000,3429.0000,220.0000,1700.0000,1630.0000,2833.0000,24060.0000,80514.0000,26550.0000,209538.0000,26610.0000,222979.0000,0.0000,0.0000,0.0000,0.0000,9730.0000,29341.0000,16970.0000,57454.0000,16530.0000,55482.0000,540.0000,1971.0000
01,AL,01,7,41530.0000,5780.0000,33430.0000,1660.0000,39230.0000,1210.0000,25460.0000,20170.0000,1740.0000,106630.0000,120.0000,50.0000,80.0000,0.0000,3250.0000,14700.0000,5629636.0000,41530.0000,5677028.0000,34920.0000,3923256.0000,19590.0000,23155.0000,12220.0000,75389.0000,11490.0000,53191.0000,3190.0000,4181.0000,8750.0000,150565.0000,12900.0000,222827.0000,7630.0000,248412.0000,14110.0000,549874.0000,1056.0000,1340.0000,10462.0000,11310.0000,306431.0000,4580.0000,125007.0000,11930.0000,47392.0000,2270.0000,617.0000,260.0000,4214.0000,1500.0000,12690.0000,1050.0000,6274.0000,2500.0000,2061.0000,21390.0000,10239.0000,35480.0000,848802.0000,35480.0000,828523.0000,9250.0000,20279.0000,6060.0000,207350.0000,865021.0000,1360.0000,24171.0000,4980.0000,29150.0000,780.0000,2282.0000,4900.0000,9938.0000,3770.0000,1774.0000,5780.0000,38643.0000,5830.0000,41477.0000,4600.0000,41091.0000,90.0000,494.0000,290.0000,391.0000,150.0000,170.0000,220.0000,1029.0000,5260.0000,74313.0000,720.0000,23054.0000,10820.0000,55404.0000,41500.0000,4508813.0000,41460.0000,662578.0000,30.0000,104.0000,690.0000,3106.0000,11910.0000,14075.0000,4100.0000,1129.0000,290.0000,494.0000,3280.0000,4312.0000,0.0000,0.0000,5750.0000,4852.0000,1240.0000,1564.0000,6220.0000,28658.0000,660.0000,4685.0000,840.0000,7661.0000,41000.0000,679161.0000,0.0000,0.0000,0.0000,0.0000,13480.0000,40786.0000,2260.0000,2119.0000,120.0000,291.0000,140.0000,789.0000,3270.0000,6635.0000,170.0000,1052.0000,2630.0000,5796.0000,33350.0000,124073.0000,41390.0000,648503.0000,41430.0000,681767.0000,390.0000,124.0000,150.0000,71.0000,19170.0000,100010.0000,22260.0000,96771.0000,21090.0000,87788.0000,1460.0000,8983.0000
01,AL,01,8,11760.0000,1280.0000,10080.0000,270.0000,11170.0000,350.0000,8960.0000,2950.0000,540.0000,31200.0000,0.0000,0.0000,0.0000,0.0000,240.0000,4840.0000,3352528.0000,11760.0000,3399967.0000,9740.0000,1880665.0000,7900.0000,21204.0000,6140.0000,90627.0000,5900.0000,66948.0000,1370.0000,2137.0000,3190.0000,145936.0000,6750.0000,365316.0000,2760.0000,165613.0000,3800.0000,223581.0000,466.0000,240.0000,2106.0000,3260.0000,98641.0000,3900.0000,350754.0000,4050.0000,47439.0000,370.0000,96.0000,420.0000,12041.0000,1230.0000,14669.0000,330.0000,3280.0000,0.0000,0.0000,5290.0000,2644.0000,7540.0000,185637.0000,7540.0000,180509.0000,2320.0000,5128.0000,4220.0000,185027.0000,1274939.0000,320.0000,7736.0000,3830.0000,46134.0000,290.0000,889.0000,3750.0000,11167.0000,2590.0000,1540.0000,4130.0000,37762.0000,4130.0000,37757.0000,3330.0000,41182.0000,60.0000,488.0000,250.0000,162.0000,0.0000,0.0000,420.0000,3452.0000,3830.0000,69639.0000,490.0000,23624.0000,5780.0000,78653.0000,11750.0000,2899995.0000,11750.0000,549297.0000,40.0000,338.0000,150.0000,1155.0000,4520.0000,6027.0000,2790.0000,1991.0000,60.0000,63.0000,0.0000,0.0000,0.0000,0.0000,1650.0000,1417.0000,250.0000,341.0000,2750.0000,22051.0000,0.0000,0.0000,160.0000,1454.0000,11580.0000,507211.0000,0.0000,0.0000,0.0000,0.0000,3370.0000,6189.0000,0.0000,0.0000,0.0000,0.0000,40.0000,168.0000,720.0000,830.0000,40.0000,176.0000,0.0000,0.0000,3640.0000,12142.0000,11740.0000,543182.0000,11750.0000,578872.0000,3760.0000,2709.0000,5430.0000,7772.0000,7380.0000,118034.0000,4340.0000,45608.0000,3260.0000,26906.0000,1250.0000,18664.0000
01,AL,01,9,3030.0000,320.0000,2620.0000,50.0000,2890.0000,80.0000,2810.0000,410.0000,130.0000,8340.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1360.0000,4650873.0000,3030.0000,4682794.0000,2490.0000,1129023.0000,2670.0000,42416.0000,2250.0000,163121.0000,2190.0000,131241.0000,160.0000,501.0000,1050.0000,134642.0000,2510.0000,1210855.0000,660.0000,51647.0000,590.0000,40069.0000,208.0000,30.0000,214.0000,830.0000,26892.0000,2180.0000,1714786.0000,1580.0000,31921.0000,30.0000,8.0000,210.0000,10005.0000,710.0000,10288.0000,120.0000,1290.0000,0.0000,0.0000,840.0000,431.0000,1090.0000,26846.0000,1090.0000,25895.0000,420.0000,920.0000,1940.0000,301479.0000,3526685.0000,0.0000,0.0000,1830.0000,82265.0000,90.0000,287.0000,1780.0000,11219.0000,1020.0000,588.0000,1920.0000,18748.0000,1920.0000,18708.0000,1330.0000,22860.0000,50.0000,884.0000,150.0000,87.0000,0.0000,0.0000,520.0000,11995.0000,1830.0000,213634.0000,380.0000,23162.0000,2110.0000,190576.0000,3020.0000,4130659.0000,3020.0000,1153598.0000,190.0000,2213.0000,20.0000,207.0000,1500.0000,11974.0000,1370.0000,3353.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,27.0000,1090.0000,14548.0000,0.0000,0.0000,20.0000,207.0000,2980.0000,1086411.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,460.0000,1485.0000,3020.0000,1141583.0000,3020.0000,1203267.0000,1670.0000,7614.0000,2590.0000,37192.0000,1840.0000,236131.0000,1170.0000,118716.0000,490.0000,23807.0000,760.0000,94621.0000
01,AL,02,0,293360.0000,131750.0000,96110.0000,58000.0000,275140.0000,8600.0000,150710.0000,206410.0000,7160.0000,560820.0000,4190.0000,3160.0000,1060.0000,810.0000,68660.0000,75310.0000,17587656.000,287400.0000,17735510.000,233670.0000,11711112.000,75060.0000,101715.0000,34700.0000,265169.0000,32210.0000,205879.0000,6520.0000,7525.0000,50800.0000,434228.0000,36380.0000,1078058.0000,23060.0000,454453.0000,63050.0000,1758213.0000,8222.0000,13390.0000,109651.0000,47110.0000,746327.0000,11850.0000,1042366.0000,54260.0000,147854.0000,6310.0000,1629.0000,580.0000,14191.0000,4480.0000,34858.0000,3130.0000,14745.0000,7100.0000,6389.0000,93970.0000,36850.0000,269270.0000,4864985.0000,269270.0000,4764216.0000,49600.0000,100735.0000,15390.0000,614659.0000,3626065.0000,4520.0000,73844.0000,11890.0000,113957.0000,2920.0000,5111.0000,11880.0000,21252.0000,9280.0000,3222.0000,15050.0000,83804.0000,15200.0000,84854.0000,10520.0000,91362.0000,130.0000,1002.0000,500.0000,305.0000,1270.0000,2365.0000,720.0000,11676.0000,13450.0000,264236.0000,1490.0000,55450.0000,31620.0000,233761.0000,219290.0000,12403297.000,218700.0000,2003424.0000,140.0000,1553.0000,3850.0000,5180.0000,65760.0000,54651.0000,8990.0000,6371.0000,950.0000,1500.0000,16520.0000,17167.0000,22310.0000,4500.0000,23580.0000,15387.0000,3810.0000,4083.0000,35630.0000,99337.0000,15610.0000,132704.0000,16170.0000,136109.0000,279170.0000,2628163.0000,87580.0000,213185.0000,73600.0000,172345.0000,83520.0000,261083.0000,15340.0000,13614.0000,7400.0000,5244.0000,2680.0000,10936.0000,17760.0000,40427.0000,2710.0000,12546.0000,24930.0000,41949.0000,249460.0000,709820.0000,207960.0000,1948620.0000,223070.0000,2093548.0000,3340.0000,5190.0000,5260.0000,26301.0000,58400.0000,328079.0000,225310.0000,863767.0000,221900.0000,796023.0000,4140.0000,60565.0000
01,AL,02,1,8670.0000,5730.0000,1550.0000,1150.0000,7070.0000,430.0000,3440.0000,5330.0000,100.0000,13640.0000,50.0000,50.0000,0.0000,0.0000,1420.0000,2430.0000,-162494.0000,2720.0000,-160530.0000,740.0000,28100.0000,1210.0000,1627.0000,460.0000,1574.0000,400.0000,1193.0000,0.0000,0.0000,1460.0000,-23915.0000,770.0000,10960.0000,270.0000,2291.0000,510.0000,7817.0000,686.0000,90.0000,767.0000,0.0000,0.0000,550.0000,-49110.0000,600.0000,1964.0000,0.0000,0.0000,0.0000,0.0000,130.0000,767.0000,0.0000,0.0000,40.0000,54.0000,1430.0000,542.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,81.0000,0.0000,0.0000,40.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,380.0000,950.0000,570.0000,6385.0000,600.0000,6473.0000,5570.0000,23065.0000,1050.0000,2541.0000,960.0000,2318.0000,1700.0000,5934.0000,270.0000,243.0000,350.0000,301.0000,190.0000,1798.0000,0.0000,0.0000,190.0000,2114.0000,2450.0000,3945.0000,6350.0000,15179.0000,50.0000,70.0000,520.0000,1180.0000,0.0000,0.0000,0.0000,0.0000,200.0000,434.0000,5440.0000,22339.0000,5380.0000,21005.0000,70.0000,343.0000
01,AL,02,2,35980.0000,26440.0000,2970.0000,5940.0000,33340.0000,1240.0000,16480.0000,26070.0000,510.0000,45310.0000,680.0000,490.0000,200.0000,220.0000,8540.0000,7060.0000,190922.0000,35970.0000,194450.0000,26020.0000,145686.0000,4810.0000,2091.0000,1750.0000,1930.0000,1580.0000,1246.0000,90.0000,41.0000,6220.0000,20503.0000,1760.0000,1312.0000,1510.0000,6483.0000,3310.0000,17013.0000,436.0000,1200.0000,7024.0000,130.0000,524.0000,320.0000,-1408.0000,5810.0000,3528.0000,60.0000,13.0000,0.0000,0.0000,250.0000,862.0000,30.0000,96.0000,180.0000,128.0000,5410.0000,1638.0000,35710.0000,475914.0000,35710.0000,465406.0000,5490.0000,10508.0000,250.0000,4882.0000,1300.0000,180.0000,2865.0000,70.0000,98.0000,110.0000,73.0000,90.0000,100.0000,60.0000,7.0000,210.0000,325.0000,220.0000,323.0000,80.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,208.0000,0.0000,0.0000,50.0000,13.0000,560.0000,1444.0000,580.0000,224.0000,0.0000,0.0000,170.0000,69.0000,130.0000,17.0000,60.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5310.0000,3961.0000,1850.0000,17054.0000,1940.0000,17219.0000,30850.0000,80817.0000,19450.0000,32663.0000,18980.0000,29485.0000,7090.0000,24429.0000,1730.0000,1520.0000,900.0000,563.0000,410.0000,1317.0000,930.0000,1587.0000,420.0000,1827.0000,5010.0000,8263.0000,24190.0000,55620.0000,530.0000,201.0000,6160.0000,4332.0000,0.0000,0.0000,0.0000,0.0000,1310.0000,686.0000,30340.0000,77176.0000,30240.0000,76827.0000,120.0000,138.0000
